"Tipo_Metadata","Objeto","Componente_API","Encontrado_Partial","Encontrado_Git","Incluido_S3_0","Motivo_Inclusion","Motivo_Exclusion","Referencia_Empresa_Marca","Estado_Activo","Aplica_PEKING","Exclusivo_Usados","Evidencia","Nivel_Confianza","Notas"
"ValidationRule","ReciboUsado__c","ReciboUsado__c.VINChasis_17caracteres","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ReciboUsado__c","ReciboUsado__c.Validar_Npuertas","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ReciboUsado__c","ReciboUsado__c.Validar_Npuertas_autos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ReciboUsado__c","ReciboUsado__c.Validar_Placa","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ReciboUsado__c","ReciboUsado__c.Validar_mayorIgual_Valor_recibo_cliente","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ReciboUsado__c","ReciboUsado__c.Validar_recibido_mayor_fecha_actual","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ReciboUsado__c","ReciboUsado__c.Validar_valorInicial_mayorCero","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ReciboUsado__c","ReciboUsado__c.Validar_venta_mayor_fecha_ingreso","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ResourceAbsence","ResourceAbsence.Absence_Color_HEX_Format","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ResourceAbsence","ResourceAbsence.startShouldPrecedeEnd","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Dont_allow_scheduled_or_dispatched","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Related_Service_with_time_dependency","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Same_Resource_Same_Start","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Schedule_End_Required","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Schedule_Start_Required","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Service_Color_HEX_Format","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Tiempo_Reconocido_No_Negativo","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.Time_dependency_with_related_service","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.isDueDateExist","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.isDurationExist","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.isEarliestStartTimeExist","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceAppointment","ServiceAppointment.startTimeShouldPrecedeEndTime","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceCrewMember","ServiceCrewMember.Prevent_Crew_Allocation_For_Contractors","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceResource","ServiceResource.Capacity_Resource_of_Type_Crew","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceResource","ServiceResource.Resource_travel","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceTerritoryMember","ServiceTerritoryMember.Limit_STM_End_Date","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","ServiceTerritoryMember","ServiceTerritoryMember.Secondary_STM","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Subtipo_de_trabajo_del_caso__c","Subtipo_de_trabajo_del_caso__c.BMW_No_Modificar_CompletadoTDT","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Task","Task.AsuntoNoPermitido","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_51_TelefonoMovil_SoloNumeros","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_52_TelefonoMovil_CR_LargoIncorrecto","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_53_TelefonoMovil_CR_InicioIncorrecto","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_54_TelefonoMovil_Requerido","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_55_TelefonoFijo_SoloNumeros","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_56_TelefonoFijo_LargoIncorrecto","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_57_TelefonoFijo_InicioIncorrecto","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_58_TelefonoFijo_Requerido","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_59_TelefonoFijo_DigitosRepetidos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","ACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_60_TelefonoMovil_DigitosRepetidos","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_61_TelefonoMovil_CodigoDeAreaRequeri","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","Tel_fono__c","Tel_fono__c.Val_62_TelefonoFijo_CodigoDeAreaRequerid","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","TimeSheet","TimeSheet.TS_No_Editar_Terminado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","TimeSheet","TimeSheet.TS_Salida_Mayor_Ingreso","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","TimeSheet","TimeSheet.TS_Salida_Requiere_Ingreso","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","TimeSheet","TimeSheet.TS_Terminado_Requiere_Ambas_Horas","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","TimeSheetEntry","TimeSheetEntry.TSE_Fin_Mayor_Inicio","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","TimeSheetEntry","TimeSheetEntry.TSE_Motivo_Pausa_Requerido","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","TimeSheetEntry","TimeSheetEntry.TSE_No_Editar_TS_Terminado","SI","NO","NO","","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Sin coincidencia por objeto del bloque 9","INACTIVA","No","No","Tooling API lectura Partial 2026-08-06","ALTO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Acepto_financiamiento_disponible","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.BMW_Aseguradora_Obligatoria","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.BMW_Centro_de_Costos_Obligatorio","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.BMW_No_Modificar_Completado","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.BMW_No_Modificar_CompletadoCWO","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.CambiarAFacturada","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Cantidad_nula_en_financiamiento_aceptado","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Detalle_de_Estado_Listo","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Encuesta_Obligatoria","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Enviar_a_Facturar","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Etapa_Espera_Taller","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Etapa_Lavado","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Etapa_en_recepcion","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Etapas_Presupuesto_Aprobacion_y_Listo","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Etapas_Torre_y_Revision","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Etapas_incrementables_OT","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Facturada_solo_por_Admin","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Kilometros_vacio_para_Admin","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.NoPuedeCambiarOrdenAFacturada","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Opcion_de_financiamiento","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.OrdenFacturadaDebeTenerCategorizacion","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.OwnerDistinto","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.RealizarEncuestaNoDebeCategorizar","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","ACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Realizar_encuesta_obligatorio_Kawa_Polar","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
"ValidationRule","WorkOrder","WorkOrder.Rechazo_financiamiento_disponible","SI","NO","SI","Objeto expresamente solicitado para selección del bloque 9","Objeto fuera de Opportunity, Quote, WorkOrder y Product2","Coincidencia por objeto WorkOrder","INACTIVA","Por determinar","No","Tooling API lectura Partial 2026-08-06","MEDIO","Las 383 reglas fueron registradas; 94 coinciden por objeto. Inactividad no equivale a eliminación del inventario."
