"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UI-06229","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Gerente de ventas BMW V2 A1","BMW","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06230","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Gerente de ventas BMW V2 A1","BMW","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06231","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas MINI V2 A1","BMW","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06232","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas MINI V2 A1","BMW","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06233","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Admin Vh V2 A1","MINI","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06234","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Admin Vh V2 A1","MINI","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06235","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas BMW y Nuevos V2 A1","MINI","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06236","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas BMW y Nuevos V2 A1","MINI","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06237","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas MINI y Nuevos V2 A1","MINI","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06238","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas MINI y Nuevos V2 A1","MINI","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06239","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online MINI y Nuevos V2 A1","MINI","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06240","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online MINI y Nuevos V2 A1","MINI","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06241","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Gerente de ventas BMW V2 A1","MINI","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06242","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Gerente de ventas BMW V2 A1","MINI","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06243","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas MINI V2 A1","MINI","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06244","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas MINI V2 A1","MINI","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06245","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online BMW y Nuevos V2 A1","MINI","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06246","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online BMW y Nuevos V2 A1","MINI","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06247","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online BMW y Nuevos V2 A1","BMW","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06248","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online BMW y Nuevos V2 A1","BMW","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06249","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas BMW y Nuevos V2 A1","Nuevos","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06250","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas BMW y Nuevos V2 A1","Nuevos","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06251","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas BMW y Nuevos V2 A1","","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06252","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas BMW y Nuevos V2 A1","","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06253","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas MINI y Nuevos V2 A1","","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06254","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas MINI y Nuevos V2 A1","","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06255","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas MINI y Nuevos V2 A1","Nuevos","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06256","FlexiPage","Quote","Quote_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas MINI y Nuevos V2 A1","Nuevos","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06257","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Motorrad","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06258","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Motorrad","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06259","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Motorrad","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06260","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Motorrad","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06261","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Motorrad","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06262","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Motorrad","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06263","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Kawasaki","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06264","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Kawasaki","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06265","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Kawasaki","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06266","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Kawasaki","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06267","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Kawasaki","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06268","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Kawasaki","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06269","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Indian","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06270","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Indian","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06271","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Indian","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06272","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Indian","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06273","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Indian","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06274","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Indian","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06275","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Polaris","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06276","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad y Nuevos V2 A1","Polaris","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06277","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Polaris","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06278","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Kawa - Polaris y Nuevos V2 A1","Polaris","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06279","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Polaris","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06280","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Online Motos y Nuevos V2 A1","Polaris","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06281","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Indian","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06282","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Indian","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06283","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Kawasaki","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06284","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Kawasaki","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06285","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Motorrad","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06286","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Motorrad","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06287","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Polaris","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06288","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Jefe de ventas Motos Nuevas V2 A1","Polaris","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06289","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Motorrad","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06290","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Motorrad","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06291","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Kawasaki","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06292","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Kawasaki","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06293","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Polaris","Small","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
"UI-06294","FlexiPage","Opportunity","Opportunity_Record_Page_VN","standard__LightningSalesConsole","Asesor de Ventas Motorrad-Kawa-Polaris y Nuevos V2 A1","Polaris","Large","APP_PROFILE_RECORDTYPE","SI","Por determinar","No","Metadata de CustomApplication recuperada temporalmente, Partial 2026-08-06","ALTO","Activación declarada en metadata; no demuestra acceso ni tránsito real.","Seleccionar para baseline solo si la asignación y aplicabilidad quedan demostradas",""
