"Asignacion_ID","Metadata_Tipo","Objeto","Componente_API","Aplicacion","Perfil","Perfil_Referencia","RecordType","FormFactor","Tipo_Asignacion","Asignado","Aplica_PEKING","Exclusivo_Usados","Fuente_Evidencia","Nivel_Confianza","Limitacion","Accion_Potencial","Notas"
"UIV2-04315","Layout","Opportunity","Opportunity-Autos V1.4","","MKT Motos","MKT Motos","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04316","Layout","Opportunity","Opportunity-Autos V1.3","","MKT Motos","MKT Motos","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04317","Layout","Opportunity","Opportunity-Autos V1.4","","MKT Motos","MKT Motos","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04318","Layout","Opportunity","Opportunity-Autos V1.4","","MKT Motos","MKT Motos","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04319","Layout","Opportunity","Opportunity-Taller Autos","","MKT Motos","MKT Motos","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04320","Layout","Opportunity","Opportunity-Autos V1.3","","MKT Motos","MKT Motos","Cartera Madura","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04321","Layout","Opportunity","Opportunity-Autos V1.4","","MKT Motos","MKT Motos","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04322","Layout","Opportunity","Opportunity-Taller Autos","","MKT Motos","MKT Motos","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04323","Layout","Opportunity","Opportunity-Autos V1.3","","MKT Motos","MKT Motos","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04324","Layout","Product2","Product2-Product Layout V1.2","","MKT Motos","MKT Motos","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04325","Layout","Product2","Product2-Articulos sin Editar","","MKT Motos","MKT Motos","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04326","Layout","Product2","Product2-Artículos","","MKT Motos","MKT Motos","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04327","Layout","Product2","Product2-Product Layout","","MKT Motos","MKT Motos","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04328","Layout","Quote","Quote-Mostrador y Taller","","MKT Motos","MKT Motos","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04329","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","MKT Motos","MKT Motos","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04330","Layout","Account","Account-RM Asistente Taller - RO","","Asistente de Taller","Asistente de Taller","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04331","Layout","Account","Account-RM Asistente Taller - RO","","Asistente de Taller","Asistente de Taller","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04332","Layout","Account","Account-RM Asistente Taller - RO","","Asistente de Taller","Asistente de Taller","Aseguradora","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04333","Layout","Account","Account-RM Asistente Taller - RO","","Asistente de Taller","Asistente de Taller","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04334","Layout","Account","Account-RM Asistente Taller - RO","","Asistente de Taller","Asistente de Taller","Distribuidor","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04335","Layout","Account","Account-RM Asistente Taller - RO","","Asistente de Taller","Asistente de Taller","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04336","Layout","Opportunity","Opportunity-Motocicletas","","Asistente de Taller","Asistente de Taller","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04337","Layout","Opportunity","Opportunity-Autos","","Asistente de Taller","Asistente de Taller","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04338","Layout","Opportunity","Opportunity-Motocicletas","","Asistente de Taller","Asistente de Taller","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04339","Layout","Opportunity","Opportunity-Autos V1.4","","Asistente de Taller","Asistente de Taller","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04340","Layout","Opportunity","Opportunity-Autos","","Asistente de Taller","Asistente de Taller","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04341","Layout","Opportunity","Opportunity-Autos V1.4","","Asistente de Taller","Asistente de Taller","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04342","Layout","Opportunity","Opportunity-Autos V1.4","","Asistente de Taller","Asistente de Taller","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04343","Layout","Opportunity","Opportunity-Taller Autos","","Asistente de Taller","Asistente de Taller","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04344","Layout","Opportunity","Opportunity-Opportunity Layout","","Asistente de Taller","Asistente de Taller","Cartera Madura","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04345","Layout","Opportunity","Opportunity-Autos V1.4","","Asistente de Taller","Asistente de Taller","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04346","Layout","Opportunity","Opportunity-Taller Autos","","Asistente de Taller","Asistente de Taller","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04347","Layout","Opportunity","Opportunity-Opportunity Layout","","Asistente de Taller","Asistente de Taller","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04348","Layout","Product2","Product2-Product Layout","","Asistente de Taller","Asistente de Taller","Producto Altica","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04349","Layout","Product2","Product2-Product Layout V1.2","","Asistente de Taller","Asistente de Taller","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04350","Layout","Product2","Product2-Artículos","","Asistente de Taller","Asistente de Taller","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04351","Layout","Product2","Product2-Artículos","","Asistente de Taller","Asistente de Taller","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04352","Layout","Product2","Product2-Product Layout","","Asistente de Taller","Asistente de Taller","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04353","Layout","Quote","Quote-Mostrador y Taller","","Asistente de Taller","Asistente de Taller","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04354","Layout","WorkOrder","WorkOrder-Work Order Main V1.1","","Asistente de Taller","Asistente de Taller","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04355","Layout","Account","Account-BMW Cuenta Empresarial","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04356","Layout","Account","Account-BMW Cuenta Empresarial","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04357","Layout","Account","Account-BMW Cuenta Empresarial","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04358","Layout","Account","Account-RM Lider Taller","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04359","Layout","Opportunity","Opportunity-Autos","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04360","Layout","Opportunity","Opportunity-Autos V1.4","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04361","Layout","Opportunity","Opportunity-Autos V1.4","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Motorrad","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04362","Layout","Opportunity","Opportunity-Autos V1.4","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Polaris","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04363","Layout","Opportunity","Opportunity-Taller Autos","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04364","Layout","Opportunity","Opportunity-Autos V1.4","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Indian","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04365","Layout","Opportunity","Opportunity-Taller Autos","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Mostrador","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04366","Layout","Product2","Product2-Product Layout V1.2","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Producto Red Motors","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04367","Layout","Product2","Product2-Artículos","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Vehiculos","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04368","Layout","Product2","Product2-Artículos","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Materiales","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04369","Layout","Quote","Quote-Mostrador y Taller","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04370","Layout","WorkOrder","WorkOrder-RM Lider Taller","","System Administrator","System Administrator [PROFILE_REFERENCE_002]","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04371","Layout","Account","Account-Account Layout","","walnkintest Profile","walnkintest Profile","Cliente Jurídico","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04372","Layout","Account","Account-Account Layout","","walnkintest Profile","walnkintest Profile","Cuenta empresarial","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04373","Layout","Account","Account-Account Layout","","walnkintest Profile","walnkintest Profile","Aseguradora","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04374","Layout","Account","Account-Account Layout","","walnkintest Profile","walnkintest Profile","Taller","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04375","Layout","Account","Account-Account Layout","","walnkintest Profile","walnkintest Profile","Distribuidor","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04376","Layout","Account","Account-Account Layout","","walnkintest Profile","walnkintest Profile","Master","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04377","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Harley-Davidson","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04378","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Autos usados","","ProfileLayout","SI","No","Sí","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04379","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","BMW","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04380","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","KTM","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04381","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","Kawasaki","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
"UIV2-04382","Layout","Opportunity","Opportunity-Opportunity Layout","","walnkintest Profile","walnkintest Profile","MINI","","ProfileLayout","SI","Por determinar","No","Tooling API ProfileLayout con ProfileId, lectura Partial 2026-08-06","ALTO","La asignación metadata no demuestra acceso ni uso efectivo.","Seleccionar baseline solo si aplicabilidad y autorización quedan demostradas","ProfileId se usó únicamente para distinguir referencias; no se registra el ID."
