"Componente_ID","Fila_Alcance_Origen","Bloque","Frente","Metadata_Tipo","Objeto","Componente_API","Componente_Label","Estado_Git","Estado_Partial","Coincide_Git_Partial","Estado_Activo","Asignacion_Actual","RecordType_Relacionado","Referencia_Empresa_Marca","Aplica_PEKING","Exclusivo_Usados","Comportamiento_Actual","Accion_Potencial","Clasificacion","Dependencia","Bloqueo","Responsable_Definicion","Evidencia_Encontrada","Evidencia_Requerida","Prueba_Positiva_Requerida","Prueba_Negativa_Requerida","Nivel_Confianza","Notas"
"S3-0-B9-VAL-132","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.RM_ValidaOppRelacionadaBavarianMotors","RM_ValidaOppRelacionadaBavarianMotors","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-133","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Razon_de_Venta_perdida","Razon_de_Venta_perdida","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-134","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Tipo_de_Cliente_obligatorio","Tipo_de_Cliente_obligatorio","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-135","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.ValidacionContactoPersonalCuandoCuentaE","ValidacionContactoPersonalCuandoCuentaE","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-136","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_Campo_entregado","Validacion_Campo_entregado","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-137","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_Campo_entregado_fechaentrega","Validacion_Campo_entregado_fechaentrega","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-138","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_Campo_fechafactura","Validacion_Campo_fechafactura","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-139","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_Fecha_de_pedido","Validacion_Fecha_de_pedido","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-140","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_RT_Lead","Validacion_RT_Lead","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-141","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_deOportunidad_cerrada_perdida","Validacion_deOportunidad_cerrada_perdida","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-142","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_de_Test_Drive","Validacion_de_Test_Drive","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-143","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validacion_de_Test_Drive2","Validacion_de_Test_Drive2","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-144","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.ValidarCamposCerradaGanada","ValidarCamposCerradaGanada","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-145","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.ValidarCamposConsentimientoFinanciero","ValidarCamposConsentimientoFinanciero","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-146","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.ValidarPrima","ValidarPrima","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-147","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Opportunity","Opportunity.Validar_Origen","Validar_Origen","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-148","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Product2","Product2.CamposEditables","CamposEditables","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-149","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Product2","Product2.Campos_no_editables_por_asesores","Campos_no_editables_por_asesores","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-150","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Product2","Product2.VINNoMasDe5Iguales","VINNoMasDe5Iguales","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-151","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Quote","Quote.BMW_PresupuestoVencido","BMW_PresupuestoVencido","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-152","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","Quote","Quote.NoCambioCuentaFacturacion","NoCambioCuentaFacturacion","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-153","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.Acepto_financiamiento_disponible","Acepto_financiamiento_disponible","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-154","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.BMW_Aseguradora_Obligatoria","BMW_Aseguradora_Obligatoria","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-155","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.BMW_No_Modificar_Completado","BMW_No_Modificar_Completado","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-156","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.BMW_No_Modificar_CompletadoCWO","BMW_No_Modificar_CompletadoCWO","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-157","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.CambiarAFacturada","CambiarAFacturada","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-158","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.Cantidad_nula_en_financiamiento_aceptado","Cantidad_nula_en_financiamiento_aceptado","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-159","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.Detalle_de_Estado_Listo","Detalle_de_Estado_Listo","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-160","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.Encuesta_Obligatoria","Encuesta_Obligatoria","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-161","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.Enviar_a_Facturar","Enviar_a_Facturar","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-162","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.Etapa_Espera_Taller","Etapa_Espera_Taller","NO_EXISTE","EXISTE","NO_COMPARABLE","ACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","BLOQUEADO_NEGOCIO","Asignaciones, datos y decisión funcional según componente","Evidencia/decisión pendiente","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
"S3-0-B9-VAL-163","S3-0.1-2026-08-06","9","ValidationRule","ValidationRule","WorkOrder","WorkOrder.Etapa_Lavado","Etapa_Lavado","NO_EXISTE","EXISTE","NO_COMPARABLE","INACTIVA","Según metadata recuperada","Según criterio/fórmula","Coincidencia por objeto/fórmula del bloque 9","Por determinar","No","Metadata existente en Partial; no modificada","Validar asignación, decisión y regresión antes de cambio","REQUIERE_REGRESION","Asignaciones, datos y decisión funcional según componente","","Equipo técnico / negocio según hallazgo","Auditoría S3-0.1; retrieve/listado temporal Partial 2026-08-06","Asignación y prueba QA nominal","Escenario aplicable con Empresa explícita","PEKING no cae en Empresa legacy; aislamiento de usados","ALTO","Agregado en V2. Referencia matriz anterior: MATRIZ_NOMINAL_S3_0_20260806.csv; no existía como fila nominal previa."
